3.199784686871476325e-02,-1.375210268971472471e+00,9.235529672007480873e-01,8.048511416705529387e-01,4.396924469414877912e-01,-3.031190076612740869e-01,-1.511066044572734635e+00,1.061652185728592546e+00,5.263029616533458910e-01,-1.374676546516619302e+00,1.288589253681489133e+00,-1.492888941518009993e+00,8.492483773582483186e-01,-1.702316244662072542e+00,1.100612163274107935e+00,-4.435475539147588631e-01,8.904885088310928731e-01,-1.605224366908370781e+00,6.751310335069062862e-01,-3.257746754587077742e+00,-2.766715855427611115e-01,1.251581727880849426e+00,-2.254763975918499863e+00,-7.226191629400497973e-01,-7.931417573489463191e-01,-7.987119415697070401e-01,2.716450879785706540e+00,-2.052066139069149142e-01,-2.322684447333453472e-01,-5.066949253658400432e-01,1.024295421602293255e+00,-8.783929765463074357e-01,1.775794463081459718e+00,-7.891353825956731738e-01,1.415302541961297733e-01,-2.253229191426765698e+00,-1.757906079031551272e+00,2.319518173758044199e-01,-1.534739040396049026e+00,-2.840827568647537049e+00,7.734656923464117151e-01,-1.730003669361628749e+00,-1.460906702940285018e-01,-4.090436127094963514e-01,-1.847292540829199359e+00,1.033109207966250276e+00,1.408195415989397681e+00,-1.071894726441283918e+00
-1.942726417029101982e-01,-1.748839428320547507e+00,2.204347978637297256e+00,8.048511416705529387e-01,4.396924469414877912e-01,6.519211232071936424e-01,-1.482039085127747846e+00,1.061652185728592546e+00,5.168639671386298096e-01,-1.368122415790959057e+00,5.830215402696956595e-01,-1.748371650677336797e+00,8.492483773582483186e-01,-1.773616809412273954e+00,1.100612163274107935e+00,-7.783914083384444460e-01,5.845923679881442903e-01,-1.653561335213878936e+00,1.539681527244481041e+00,-3.291410034077577595e+00,-6.323921955263065442e-01,7.717417489065955816e-02,-2.321334496793751256e+00,-6.496769777541774316e-01,-9.058071054086322960e-01,-1.036385782455379712e+00,2.716450879785706540e+00,-8.753509239496152228e-01,-2.468253120753698682e-01,-2.709436478284438232e-01,1.024295421602293255e+00,5.580373004323276875e-01,3.598772410778418585e-01,-1.037998005646128652e+00,8.657642449780037497e-01,-2.389800150341956808e+00,-1.865677349736995394e+00,1.554564333032629531e+00,-1.666290839723981732e+00,-3.106278743880766857e+00,1.442013533023096983e+00,-1.778968410298310765e+00,-8.196644072234856582e-01,7.068683879778174806e-01,-1.935154175510993557e+00,1.033109207966250276e+00,1.408195415989397681e+00,-1.139384917537938469e+00
-3.725463599714630147e-01,-1.940843301874931148e+00,1.637183277709190143e+00,8.048511416705529387e-01,4.396924469414877912e-01,4.031664844693605976e-01,-1.907767823654219708e+00,1.061652185728592546e+00,1.015482084910913907e-01,-1.400893069419262504e+00,8.887675494148060684e-01,-1.741903733989757841e+00,8.492483773582483186e-01,-1.831548518271811865e+00,1.100612163274107935e+00,-1.274217885081208035e+00,5.372512985719740675e-01,-1.640026984088337025e+00,1.432477266021020990e+00,-3.331193909839076817e+00,-3.161960977631552705e-01,1.251581727880849426e+00,-2.225177077751721910e+00,-8.817657488001353627e-01,-8.256895245661887150e-01,-8.326653474105172315e-01,2.716450879785706540e+00,-1.030713099634254615e+00,-7.068223200833373410e-01,-4.679412907021581747e-01,1.024295421602293255e+00,-1.329109619577869328e+00,4.833934242739021947e-01,-1.175761243406201251e+00,-1.732329802590688861e-01,-2.367038323856091697e+00,-1.870167819349722205e+00,1.554564333032629531e+00,-1.739064175522412325e+00,-3.132823861404089527e+00,3.171016569255903583e+00,-1.835277862375495284e+00,-9.414809341149832367e-01,-3.740720115483556207e-01,-2.425714969151006706e+00,1.033109207966250276e+00,1.408195415989397681e+00,-9.622231659092210787e-01
-1.874159602310429273e-01,-1.733271546681002029e+00,2.204347978637297256e+00,8.048511416705529387e-01,4.396924469414877912e-01,5.852904164024174127e-01,-1.549768657166050501e+00,1.061652185728592546e+00,4.759616575748574774e-01,-1.370307126032845435e+00,2.033589135290646277e-01,-1.680458525457768859e+00,8.492483773582483186e-01,-1.951868221287776484e+00,1.100612163274107935e+00,-8.170272376950226123e-01,1.017945234182320746e+00,-1.609091324372811771e+00,9.517871915029292307e-01,-3.300590928484077313e+00,-2.936106622086429030e-01,1.251581727880849426e+00,-2.036560601938508963e+00,-7.093569474517095186e-01,-6.904911068945654984e-01,-1.141332673236066242e+00,2.716450879785706540e+00,-8.057857706579852897e-01,-2.264456977965357554e-01,-2.227449206982071161e-02,1.024295421602293255e+00,-7.025035548754552384e-01,5.315948616187062825e-01,-9.446745220022079170e-01,7.014188393775017127e-01,-2.347121725680959337e+00,-1.888129697800629891e+00,1.554564333032629531e+00,-2.016162646447208218e+00,-3.318639684067349549e+00,3.171016569255903583e+00,-1.771623699157808263e+00,1.810139438022374980e+00,1.237800878333320753e+00,-2.147486459325328223e+00,1.033109207966250276e+00,1.408195415989397681e+00,-8.694241531513222654e-01
-3.382629526121254115e-01,-1.728082252801153018e+00,1.020157943732458161e+00,8.048511416705529387e-01,4.396924469414877912e-01,9.895167043513971583e-01,-1.217571232406757797e+00,-2.941444907977174839e-01,3.154987508246716588e-01,-1.361568285065297923e+00,-1.503109300315772119e-02,-1.534930399987266991e+00,8.492483773582483186e-01,-1.706772529958959117e+00,2.636563956589865060e-02,-8.685416768371280183e-01,5.882339887124644617e-01,-1.674829601268302826e+00,6.785892354818559014e-01,-3.340374804245576978e+00,4.234769166470765955e-01,1.251581727880849426e+00,-1.807262141145975720e+00,-8.044028251181496447e-01,-8.131711525595576306e-01,-1.113552613911766853e+00,2.716450879785706540e+00,-1.051582645621744305e+00,-7.184678139569565802e-01,-2.418784218306827272e-01,1.024295421602293255e+00,1.041733210027174561e+00,1.775794463081459718e+00,-1.144653415524894191e+00,1.972405611793515978e-01,-2.290217159466296337e+00,-1.771377487869732370e+00,1.554564333032629531e+00,-1.652295967455052583e+00,-3.192550375831566090e+00,1.015526117419005558e+00,-1.774071936204642652e+00,-1.002389197560732637e+00,6.784185766969787201e-02,-2.001050401522338706e+00,1.033109207966250276e+00,1.408195415989397681e+00,-1.004404535344630478e+00
-7.565205223960389525e-01,-2.366365400022487631e+00,1.434624455949152333e+00,8.048511416705529387e-01,4.396924469414877912e-01,-4.103822756248513837e-02,-1.372381682780020373e+00,1.061652185728592546e+00,4.791079890797624308e-01,-1.529790973690591471e+00,-1.124666343790717005e-01,-1.845390400991004043e+00,8.492483773582483186e-01,-1.902849083022013277e+00,3.512920572307265399e-01,-1.216264141046339731e+00,7.338988176852978551e-01,-1.825640942381488108e+00,1.110864482350643279e+00,-3.429123450175075138e+00,-3.331351744290370620e-01,1.251581727880849426e+00,-1.814658865687671430e+00,-9.149212875209870033e-01,-7.530829669277244731e-01,-1.206152811659431778e+00,2.716450879785706540e+00,-1.165205729331405982e+00,-1.018339281202657487e+00,-1.033098462880847279e+00,1.024295421602293255e+00,-4.203476076117934057e-01,1.775794463081459718e+00,-1.246864849992045388e+00,-7.016891234010966261e-02,-2.497918826149817306e+00,-2.004881907731527413e+00,1.554564333032629531e+00,-2.203693934850857516e+00,-3.690271329393871369e+00,3.815583374669757055e-01,-1.996861507466547003e+00,-2.428273240019823420e-01,-1.864970598658725887e-01,-2.037659415973086308e+00,1.033109207966250276e+00,1.408195415989397681e+00,-9.987803527532427283e-01
-6.948103891492323214e-01,-2.366365400022487631e+00,9.360181254629040826e-01,8.048511416705529387e-01,4.396924469414877912e-01,3.454198719052194999e-01,-1.420759948521664429e+00,1.061652185728592546e+00,1.234227550257104511e+00,-1.403077779661149771e+00,3.612716874831321534e-01,-1.780711234115225583e+00,8.492483773582483186e-01,-2.081100494897516029e+00,1.100612163274107935e+00,-1.377246763365418847e+00,1.626095895143897518e+00,-1.628426111695014944e+00,1.014034827052035626e+00,-3.444424940852575112e+00,1.242198955498070717e-01,-2.592901416608155304e-04,-2.058750775563593649e+00,-9.989153189471432492e-01,-9.734063142444440153e-01,-1.196892791884665019e+00,2.716450879785706540e+00,-1.074771030052287024e+00,-8.727706077824145536e-01,-7.650524897903838717e-01,1.024295421602293255e+00,-1.204521279227681596e+00,1.146163187764957181e+00,-1.389072063163733883e+00,1.944550458301901041e-01,-2.557668620675213056e+00,-2.126124587275151967e+00,1.554564333032629531e+00,-1.968580080732848847e+00,-3.623908535585564472e+00,1.309456633578581553e+00,-2.089894515246243589e+00,-6.799336852008851517e-01,-3.581758292023822232e-01,-1.993728598632190430e+00,1.033109207966250276e+00,1.408195415989397681e+00,-1.097203548102529291e+00
-8.182306556428456945e-01,-1.831868130398119465e+00,8.581108863244277796e-01,8.048511416705529387e-01,4.396924469414877912e-01,9.673064687498045267e-01,-1.846488687048136290e+00,1.061652185728592546e+00,4.507910055356121326e-01,-1.433663723047567062e+00,7.308547754607385150e-01,-1.829220609272060205e+00,8.492483773582483186e-01,-2.076644209600629232e+00,-1.228352665046869852e-01,-1.106795957869365798e+00,7.593901627555437184e-01,-1.854643123364792867e+00,2.324811807132676489e-01,-3.334254207974576723e+00,-2.823179444313877462e-01,1.251581727880849426e+00,-1.492901348123955696e+00,-1.069647134884959216e+00,-7.405645949210925005e-01,-8.943988125756268115e-01,2.716450879785706540e+00,-9.356407234690280461e-01,-7.504929221094108760e-01,-8.296418808965195790e-01,1.024295421602293255e+00,-9.736664132846868380e-01,1.775794463081459718e+00,-1.460175669749578020e+00,3.170177211932767580e-01,-2.472311771353218557e+00,-1.807301244771547077e+00,-3.639126753550049886e-01,-1.671888788631553213e+00,-3.730089005678856484e+00,1.182663077588176348e+00,-1.957689714717200991e+00,-2.858213923166289527e-01,1.759358976223151794e-01,-2.125521050654878952e+00,1.033109207966250276e+00,1.408195415989397681e+00,-1.105639821989611304e+00
-4.616832191057400614e-01,-1.904518244715993402e+00,2.204347978637297256e+00,8.048511416705529387e-01,4.396924469414877912e-01,-2.327003908121168946e-02,-1.401408642225007162e+00,1.061652185728592546e+00,6.741805423839095646e-01,-1.569115758044556053e+00,7.140555441890288346e-01,-1.699862275520502175e+00,8.492483773582483186e-01,-1.987518503662876190e+00,-1.924623560042922898e-01,-1.229142750831865749e+00,8.504306808635641035e-01,-1.727033527038251526e+00,9.448707875530287792e-01,-3.288349735942077690e+00,2.089152788792219828e-01,4.878190437880897123e-02,-2.084639311459523636e+00,-9.701805187224057381e-01,-9.759099886457707207e-01,-1.020952416164101928e+00,2.716450879785706540e+00,-6.921626869483236133e-01,-6.311266099048115086e-01,-8.425597591177464984e-01,1.024295421602293255e+00,1.041733210027174561e+00,1.775794463081459718e+00,-9.091227187092849604e-01,7.042043547266632064e-01,-2.310133757641428698e+00,-1.852205940898815184e+00,1.554564333032629531e+00,-1.736265201068627029e+00,-3.219095493354889648e+00,6.639621667183331910e-01,-1.840174336469163396e+00,1.333707737511723446e-01,1.237800878333320753e+00,-2.330531531579064897e+00,1.033109207966250276e+00,1.408195415989397681e+00,-9.678473485006098276e-01
1.149636926783105029e+00,3.149853994256198053e+00,7.708547784893340360e-01,8.048511416705529387e-01,4.396924469414877912e-01,4.742392383944559753e-01,-6.886355269647777000e-01,1.061652185728592546e+00,1.391544125502384155e+00,-4.811300575848651007e-01,7.274949292063960238e-01,-1.230938315671106675e+00,-1.992464343440068619e+00,-4.903439951677995845e-02,-9.218890079049295583e-01,-7.006787013449625179e-02,9.123382331770172327e-01,-1.676763080000523098e+00,1.370229630471915705e+00,-1.605185761417103896e+00,-1.174442648834567615e+00,1.251581727880849426e+00,-9.344486452260122311e-01,-6.253629160255526065e-01,-8.081638037569049970e-01,-9.962590300980586067e-01,3.658817458062685879e-01,1.538559895269937972e+00,6.207639815092788060e-01,2.619188287971769835e-01,1.024295421602293255e+00,1.041733210027174561e+00,1.775794463081459718e+00,3.570404496198895661e+00,8.657642449780037497e-01,-1.607362364890338791e+00,-3.209558029589643091e-01,1.554564333032629531e+00,-6.894487553527334223e-01,-1.679478677002157916e+00,2.374747511142418499e-01,-1.982172085185542221e+00,-1.443078397785855227e+00,-4.185813221170805454e-01,-1.642282059905016522e+00,1.033109207966250276e+00,1.408195415989397681e+00,-8.525516053771591274e-01
